cik,company_name,fiscal_period,fiscal_year,filing_date,is_basic_earnings_per_share_unit,is_basic_earnings_per_share_value,is_cost_of_revenue_unit,is_cost_of_revenue_value,is_gross_profit_unit,is_gross_profit_value,is_operating_expenses_unit,is_operating_expenses_value,is_revenues_unit,is_revenues_value,ci_comprehensive_income_loss_unit,ci_comprehensive_income_loss_value,ci_comprehensive_income_loss_attributable_to_parent_unit,ci_comprehensive_income_loss_attributable_to_parent_value,ci_other_comprehensive_income_loss_unit,ci_other_comprehensive_income_loss_value,cfs_exchange_gains_losses_unit,cfs_exchange_gains_losses_value,cfs_net_cash_flow_unit,cfs_net_cash_flow_value,cfs_net_cash_flow_from_financing_activities_unit,cfs_net_cash_flow_from_financing_activities_value,bs_assets_unit,bs_assets_value,bs_current_assets_unit,bs_current_assets_value,bs_liabilities_and_equity_unit,bs_liabilities_and_equity_value,bs_fixed_assets_unit,bs_fixed_assets_value,bs_equity_attributable_to_noncontrolling_interest_unit,bs_equity_attributable_to_noncontrolling_interest_value,bs_noncurrent_assets_unit,bs_noncurrent_assets_value,bs_liabilities_unit,bs_liabilities_value,bs_other_than_fixed_noncurrent_assets_unit,bs_other_than_fixed_noncurrent_assets_value,bs_equity_attributable_to_parent_unit,bs_equity_attributable_to_parent_value,bs_noncurrent_liabilities_unit,bs_noncurrent_liabilities_value,bs_current_liabilities_unit,bs_current_liabilities_value,bs_equity_unit,bs_equity_value,cfs_net_cash_flow_from_op_and_inv
0001683695,"International Money Express, Inc.",Q2,2023,2023-08-04,USD / shares,0.43,,,,,USD,144408000.0,USD,169150000.0,USD,15597000.0,USD,15597000.0,USD,15597000.0,USD,643000.0,USD,61919000.0,USD,70335000.0,USD,539801000.0,USD,402561000.0,USD,539801000.0,USD,28670000.0,USD,0.0,USD,137240000.0,USD,388976000.0,USD,108570000.0,USD,150825000.0,USD,213019000.0,USD,175957000.0,USD,150825000.0,-8416000.0
0001683695,"International Money Express, Inc.",Q1,2023,2023-05-05,USD / shares,0.32,,,,,USD,126525000.0,USD,145364000.0,USD,11944000.0,USD,11944000.0,USD,11944000.0,USD,710000.0,USD,-64040000.0,USD,-63789000.0,USD,430798000.0,USD,304409000.0,USD,430798000.0,USD,28173000.0,USD,0.0,USD,126389000.0,USD,-155853000.0,USD,98216000.0,USD,155853000.0,USD,118521000.0,USD,156424000.0,USD,155853000.0,-251000.0
0001806201,Open Lending Corp,Q2,2023,2023-08-09,USD / shares,0.09,USD,6117000.0,USD,32037000.0,USD,16317000.0,USD,38154000.0,USD,11371000.0,USD,11371000.0,USD,0.0,,,USD,14480000.0,USD,-1083000.0,USD,386800000.0,USD,284506000.0,USD,386800000.0,USD,3013000.0,USD,0.0,USD,102294000.0,USD,167650000.0,USD,99281000.0,USD,219150000.0,USD,149682000.0,USD,17968000.0,USD,219150000.0,15563000.0
0001806201,Open Lending Corp,Q1,2023,2023-05-10,USD / shares,0.1,USD,5431000.0,USD,32930000.0,USD,15834000.0,USD,38361000.0,USD,12538000.0,USD,12538000.0,USD,0.0,,,USD,6783000.0,USD,-22390000.0,USD,372898000.0,USD,271995000.0,USD,372898000.0,USD,2664000.0,USD,0.0,USD,100903000.0,USD,167349000.0,USD,98239000.0,USD,205549000.0,USD,0.0,USD,16746000.0,USD,205549000.0,29173000.0
0001743725,"GRID DYNAMICS HOLDINGS, INC.",Q2,2023,2023-08-03,USD / shares,0.03,USD,49037000.0,USD,28305000.0,USD,26971000.0,USD,77342000.0,USD,4030000.0,USD,4030000.0,USD,4030000.0,USD,1403000.0,USD,-12192000.0,USD,-4506000.0,USD,431238000.0,USD,321472000.0,USD,431238000.0,USD,10024000.0,USD,0.0,USD,109766000.0,USD,64676000.0,USD,99742000.0,USD,366562000.0,USD,11206000.0,USD,53470000.0,USD,366562000.0,-7686000.0
0001743725,"GRID DYNAMICS HOLDINGS, INC.",Q1,2023,2023-05-04,USD / shares,-0.11,USD,51505000.0,USD,28575000.0,USD,34567000.0,USD,80080000.0,USD,-7970000.0,USD,-7475000.0,USD,0.0,USD,495000.0,USD,1639000.0,USD,-8941000.0,USD,419587000.0,USD,330079000.0,USD,419587000.0,USD,8840000.0,USD,0.0,USD,89508000.0,USD,59702000.0,USD,80668000.0,USD,359885000.0,USD,0.0,USD,50358000.0,USD,359885000.0,10580000.0
0001677703,CONDUENT Inc,Q2,2023,2023-08-02,USD / shares,-0.04,USD,704000000.0,USD,211000000.0,USD,218000000.0,USD,915000000.0,USD,-3000000.0,USD,-3000000.0,USD,4000000.0,USD,1000000.0,USD,-42000000.0,USD,-13000000.0,USD,3453000000.0,USD,1517000000.0,USD,3453000000.0,USD,252000000.0,USD,0.0,USD,1936000000.0,USD,2384000000.0,USD,1684000000.0,USD,927000000.0,USD,1589000000.0,USD,795000000.0,USD,927000000.0,-29000000.0
0001677703,CONDUENT Inc,Q1,2023,2023-05-03,USD / shares,-0.04,USD,720000000.0,USD,202000000.0,USD,210000000.0,USD,922000000.0,USD,12000000.0,USD,12000000.0,USD,18000000.0,USD,2000000.0,USD,-51000000.0,USD,-19000000.0,USD,3503000000.0,USD,1556000000.0,USD,3503000000.0,USD,259000000.0,USD,0.0,USD,1947000000.0,USD,2432000000.0,USD,1688000000.0,USD,929000000.0,USD,0.0,USD,842000000.0,USD,929000000.0,-32000000.0
0001057379,"HACKETT GROUP, INC.",Q2,2023,2023-08-09,USD / shares,0.32,USD,46887000.0,USD,21978000.0,USD,9188000.0,USD,77102000.0,USD,9418000.0,USD,9418000.0,USD,9418000.0,,,USD,-1000000.0,USD,-7651000.0,USD,182927000.0,USD,76834000.0,USD,182927000.0,USD,19856000.0,USD,0.0,USD,106093000.0,USD,110034000.0,USD,86237000.0,USD,72893000.0,USD,63166000.0,USD,46868000.0,USD,72893000.0,6651000.0
0001057379,"HACKETT GROUP, INC.",Q1,2023,2023-05-10,USD / shares,0.3,USD,44541000.0,USD,19490000.0,USD,8238000.0,USD,71229000.0,USD,8161000.0,USD,8731000.0,USD,0.0,,,USD,-13373000.0,USD,-9247000.0,USD,177663000.0,USD,72028000.0,USD,177663000.0,USD,19596000.0,USD,0.0,USD,105635000.0,USD,114222000.0,USD,86039000.0,USD,63441000.0,USD,0.0,USD,46255000.0,USD,63441000.0,-4126000.0
0001829864,"TaskUs, Inc.",Q2,2023,2023-08-09,USD / shares,0.1,,,,,USD,207000000.0,USD,229169000.0,USD,6445000.0,USD,6445000.0,USD,6445000.0,USD,-3362000.0,USD,-13371000.0,USD,-38738000.0,USD,917721000.0,USD,365821000.0,USD,917721000.0,USD,76980000.0,USD,0.0,USD,551900000.0,USD,458922000.0,USD,551900000.0,USD,458799000.0,USD,329604000.0,USD,129318000.0,USD,458799000.0,25367000.0
0001829864,"TaskUs, Inc.",Q1,2023,2023-05-09,USD / shares,0.1,,,,,USD,216906000.0,USD,235306000.0,USD,9509000.0,USD,13100000.0,USD,0.0,USD,2677000.0,USD,33019000.0,USD,-7097000.0,USD,925444000.0,USD,368222000.0,USD,925444000.0,USD,75604000.0,USD,0.0,USD,557222000.0,USD,449689000.0,USD,557222000.0,USD,475755000.0,USD,335368000.0,USD,114321000.0,USD,475755000.0,40116000.0
0001438231,Digimarc CORP,Q2,2023,2023-08-08,USD / shares,-0.53,USD,3861000.0,USD,4869000.0,USD,16137000.0,USD,8730000.0,USD,-9989000.0,USD,-9989000.0,USD,-9989000.0,,,USD,-5468000.0,USD,-614000.0,USD,98322000.0,USD,50968000.0,USD,98322000.0,USD,1775000.0,USD,0.0,USD,47354000.0,USD,19684000.0,USD,45579000.0,USD,78638000.0,USD,6421000.0,USD,13263000.0,USD,78638000.0,-4854000.0
0001438231,Digimarc CORP,Q1,2023,2023-05-11,USD / shares,-0.7,USD,3599000.0,USD,4244000.0,USD,19011000.0,USD,7843000.0,USD,-13164000.0,USD,-13164000.0,USD,-13164000.0,,,USD,-1317000.0,USD,-682000.0,USD,101026000.0,USD,52308000.0,USD,101026000.0,USD,2024000.0,USD,0.0,USD,48718000.0,USD,14367000.0,USD,46694000.0,USD,86659000.0,USD,0.0,USD,8323000.0,USD,86659000.0,-635000.0
0000896429,"CANTALOUPE, INC.",Q3,2023,2023-05-09,USD / shares,0.09,USD,37463000.0,USD,22893000.0,USD,16153000.0,USD,60356000.0,USD,6948000.0,USD,6948000.0,USD,0.0,,,USD,18533000.0,USD,-194000.0,USD,283096000.0,USD,118244000.0,USD,283096000.0,USD,22790000.0,USD,0.0,USD,164852000.0,USD,120645000.0,USD,164852000.0,USD,159731000.0,USD,41213000.0,USD,79432000.0,USD,159731000.0,18727000.0
0001653558,"Priority Technology Holdings, Inc.",Q2,2023,2023-08-10,USD / shares,-0.16,,,,,USD,163157000.0,USD,182290000.0,USD,-12370000.0,USD,-12370000.0,USD,-11758000.0,,,USD,100282000.0,USD,86601000.0,USD,1532280000.0,USD,817897000.0,USD,1532280000.0,USD,38984000.0,USD,852000.0,USD,714383000.0,USD,1416141000.0,USD,675399000.0,USD,-125444000.0,USD,601684000.0,USD,814457000.0,USD,-124592000.0,13681000.0
0001653558,"Priority Technology Holdings, Inc.",Q1,2023,2023-05-11,USD / shares,-0.15,,,,,USD,168180000.0,USD,185028000.0,USD,-11777000.0,USD,-506000.0,USD,0.0,,,USD,77631000.0,USD,57537000.0,USD,1445985000.0,USD,729106000.0,USD,1445985000.0,USD,36976000.0,USD,852000.0,USD,716879000.0,USD,1324316000.0,USD,679903000.0,USD,-114622000.0,USD,604136000.0,USD,720180000.0,USD,-113770000.0,20094000.0
0001836981,"BigBear.ai Holdings, Inc.",Q2,2023,2023-08-10,USD / shares,-0.12,USD,29496000.0,USD,8963000.0,USD,19180000.0,USD,38459000.0,USD,-16895000.0,USD,-16895000.0,USD,0.0,,,USD,17291000.0,USD,20894000.0,USD,208220000.0,USD,71580000.0,USD,208220000.0,USD,1199000.0,USD,0.0,USD,136640000.0,USD,269793000.0,USD,135441000.0,USD,-61573000.0,USD,198012000.0,USD,71781000.0,USD,-61573000.0,-3603000.0
0001836981,"BigBear.ai Holdings, Inc.",Q1,2023,2023-05-15,USD / shares,-0.19,USD,31941000.0,USD,10213000.0,USD,22245000.0,USD,42154000.0,USD,-26214000.0,USD,-26214000.0,USD,0.0,,,USD,0.0,USD,21212000.0,USD,204565000.0,USD,65707000.0,USD,204565000.0,USD,1308000.0,USD,0.0,USD,138858000.0,USD,258604000.0,USD,137550000.0,USD,-54039000.0,USD,0.0,USD,60837000.0,USD,-54039000.0,-21212000.0
0001371489,Information Services Group Inc.,Q2,2023,2023-08-08,USD / shares,0.05,USD,45847000.0,USD,28762000.0,USD,23899000.0,USD,74609000.0,USD,2166000.0,USD,2166000.0,USD,2166000.0,,,USD,-3995000.0,USD,-6348000.0,USD,238730000.0,USD,112913000.0,USD,238730000.0,,,USD,0.0,USD,125817000.0,USD,135269000.0,,,USD,103461000.0,USD,95738000.0,USD,39531000.0,USD,103461000.0,2353000.0
0001371489,Information Services Group Inc.,Q1,2023,2023-05-09,USD / shares,0.07,USD,49169000.0,USD,29317000.0,USD,22267000.0,USD,78486000.0,USD,3814000.0,USD,3814000.0,USD,323000.0,,,USD,-7051000.0,USD,-3176000.0,USD,243653000.0,USD,116423000.0,USD,243653000.0,,,USD,0.0,USD,127230000.0,USD,139869000.0,,,USD,103784000.0,USD,0.0,USD,42951000.0,USD,103784000.0,-3875000.0
0000746838,UNISYS CORP,Q2,2023,2023-08-02,USD / shares,-0.59,USD,361000000.0,USD,115800000.0,USD,115700000.0,USD,476800000.0,USD,-8800000.0,USD,-9400000.0,USD,30700000.0,USD,4600000.0,USD,31700000.0,USD,-3400000.0,USD,2032700000.0,USD,950500000.0,USD,2032700000.0,USD,73700000.0,USD,37900000.0,USD,1082200000.0,USD,1983400000.0,USD,1008500000.0,USD,11400000.0,USD,1342400000.0,USD,641000000.0,USD,49300000.0,35100000.0
0000746838,UNISYS CORP,Q1,2023,2023-05-02,USD / shares,-2.58,USD,357400000.0,USD,159000000.0,USD,109100000.0,USD,516400000.0,USD,28200000.0,USD,27400000.0,USD,202700000.0,USD,4100000.0,USD,-2200000.0,USD,-7600000.0,USD,2066400000.0,USD,977700000.0,USD,2066400000.0,USD,73300000.0,USD,37300000.0,USD,1088700000.0,USD,-54000000.0,USD,1015400000.0,USD,16700000.0,USD,0.0,USD,652800000.0,USD,54000000.0,5400000.0
0001277250,"Charge Enterprises, Inc.",Q2,2023,2023-08-14,USD / shares,-0.04,USD,139838000.0,USD,7748000.0,USD,16227000.0,USD,147586000.0,USD,-8846000.0,USD,-8846000.0,USD,-8846000.0,USD,-77000.0,USD,13649000.0,USD,-483000.0,USD,195864000.0,USD,146603000.0,USD,195864000.0,USD,553000.0,USD,0.0,USD,49261000.0,USD,151559000.0,USD,48708000.0,USD,27733000.0,USD,3353000.0,USD,148206000.0,USD,27733000.0,14132000.0
0001277250,"Charge Enterprises, Inc.",Q1,2023,2023-05-10,USD / shares,-0.05,USD,186828000.0,USD,6721000.0,USD,16341000.0,USD,193549000.0,USD,-9212000.0,USD,-9212000.0,USD,-9212000.0,USD,-72000.0,USD,9656000.0,USD,-1565000.0,USD,183188000.0,USD,132793000.0,USD,183188000.0,USD,697000.0,USD,0.0,USD,50395000.0,USD,134658000.0,USD,49698000.0,USD,31958000.0,USD,0.0,USD,131341000.0,USD,31958000.0,11221000.0
0000903651,INNODATA INC,Q2,2023,2023-08-11,USD / shares,-0.03,USD,12715000.0,USD,6940000.0,USD,7567000.0,USD,19655000.0,USD,-644000.0,USD,-644000.0,USD,171000.0,USD,-1000.0,USD,3322000.0,USD,1736000.0,USD,51605000.0,USD,25864000.0,USD,51605000.0,USD,2430000.0,USD,0.0,USD,25741000.0,USD,31678000.0,USD,23311000.0,USD,20651000.0,USD,10295000.0,USD,21383000.0,USD,20651000.0,1586000.0
0000903651,INNODATA INC,Q1,2023,2023-05-12,USD / shares,-0.08,USD,12874000.0,USD,5965000.0,USD,7860000.0,USD,18839000.0,USD,-1635000.0,USD,-1638000.0,USD,478000.0,USD,210000.0,USD,538000.0,USD,251000.0,USD,49135000.0,USD,23493000.0,USD,49135000.0,USD,2590000.0,USD,0.0,USD,25642000.0,USD,31441000.0,USD,23052000.0,USD,18418000.0,USD,0.0,USD,21170000.0,USD,18418000.0,287000.0
0001794905,"Cyxtera Technologies, Inc.",Q1,2023,2023-05-05,USD / shares,-1.81,,,,,USD,488600000.0,USD,196700000.0,USD,-323100000.0,USD,-323100000.0,USD,-323100000.0,USD,-5100000.0,USD,-3200000.0,USD,22200000.0,USD,2769600000.0,USD,147400000.0,USD,2769600000.0,,,USD,0.0,USD,2622200000.0,USD,2705300000.0,,,USD,64300000.0,USD,2362100000.0,USD,343200000.0,USD,64300000.0,-25400000.0
0001841156,"Paymentus Holdings, Inc.",Q2,2023,2023-08-07,USD / shares,0.05,USD,103077000.0,USD,45862000.0,USD,41236000.0,USD,148939000.0,USD,5932000.0,USD,5932000.0,USD,5932000.0,,,USD,17315000.0,USD,-488000.0,USD,475386000.0,USD,241021000.0,USD,475386000.0,USD,1743000.0,USD,0.0,USD,234365000.0,USD,66942000.0,USD,232622000.0,USD,408444000.0,USD,15681000.0,USD,51261000.0,USD,408444000.0,17803000.0
0001841156,"Paymentus Holdings, Inc.",Q1,2023,2023-05-08,USD / shares,0.01,USD,108250000.0,USD,40078000.0,USD,41062000.0,USD,148328000.0,USD,704000.0,USD,697000.0,USD,0.0,,,USD,-4645000.0,USD,-1122000.0,USD,466542000.0,USD,232627000.0,USD,466542000.0,USD,1668000.0,USD,0.0,USD,233915000.0,USD,66502000.0,USD,232247000.0,USD,400040000.0,USD,0.0,USD,51411000.0,USD,400040000.0,-3523000.0
0000320121,TELOS CORP,Q2,2023,2023-08-09,USD / shares,-0.12,USD,20552000.0,USD,12359000.0,USD,21826000.0,USD,32911000.0,USD,-8035000.0,USD,-8035000.0,USD,-8035000.0,,,USD,-9014000.0,USD,-1020000.0,USD,216860000.0,USD,148675000.0,USD,216860000.0,USD,3842000.0,USD,0.0,USD,68185000.0,USD,49324000.0,USD,64343000.0,USD,167536000.0,USD,11491000.0,USD,37833000.0,USD,167536000.0,-7994000.0
0000320121,TELOS CORP,Q1,2023,2023-05-10,USD / shares,-0.16,USD,21740000.0,USD,13482000.0,USD,26452000.0,USD,35222000.0,USD,-10733000.0,USD,-10733000.0,USD,-10733000.0,,,USD,-6843000.0,USD,-2156000.0,USD,220652000.0,USD,155315000.0,USD,220652000.0,USD,4406000.0,USD,0.0,USD,65337000.0,USD,50757000.0,USD,60931000.0,USD,169895000.0,USD,0.0,USD,38854000.0,USD,169895000.0,-4687000.0
0000023111,COMPUTER TASK GROUP INC,Q2,2023,2023-08-09,USD / shares,-0.01,USD,53593000.0,USD,20995000.0,USD,20710000.0,USD,74588000.0,USD,40000.0,USD,40000.0,USD,40000.0,,,USD,-4239000.0,USD,-1115000.0,USD,178656000.0,USD,94586000.0,USD,178656000.0,USD,5725000.0,USD,0.0,USD,84070000.0,USD,70903000.0,USD,78345000.0,USD,107753000.0,USD,24109000.0,USD,46794000.0,USD,107753000.0,-3124000.0
0000023111,COMPUTER TASK GROUP INC,Q1,2023,2023-05-09,USD / shares,0.02,USD,58067000.0,USD,20135000.0,USD,19428000.0,USD,78202000.0,USD,1303000.0,USD,1303000.0,USD,988000.0,,,USD,-2142000.0,USD,1123000.0,USD,182622000.0,USD,100201000.0,USD,182622000.0,USD,5436000.0,USD,0.0,USD,82421000.0,USD,75318000.0,USD,76985000.0,USD,107304000.0,USD,0.0,USD,51248000.0,USD,107304000.0,-3265000.0
0000843006,ISSUER DIRECT CORP,Q2,2023,2023-08-10,USD / shares,0.36,USD,2336000.0,USD,7315000.0,USD,5568000.0,USD,9651000.0,USD,1407000.0,USD,1407000.0,USD,1407000.0,,,USD,1558000.0,USD,0.0,USD,66614000.0,USD,10869000.0,USD,66614000.0,USD,563000.0,USD,0.0,USD,55745000.0,USD,31436000.0,USD,55182000.0,USD,35178000.0,USD,19352000.0,USD,12084000.0,USD,35178000.0,1558000.0
0000843006,ISSUER DIRECT CORP,Q1,2023,2023-05-11,USD / shares,-0.04,USD,1829000.0,USD,6790000.0,USD,6209000.0,USD,8619000.0,USD,-144000.0,USD,-143000.0,USD,0.0,,,USD,-1483000.0,USD,-2100000.0,USD,64599000.0,USD,8450000.0,USD,64599000.0,USD,594000.0,USD,0.0,USD,56149000.0,USD,31182000.0,USD,55555000.0,USD,33417000.0,USD,0.0,USD,10240000.0,USD,33417000.0,617000.0
0001386301,"Research Solutions, Inc.",Q3,2023,2023-05-12,USD / shares,0.01,USD,6315153.0,USD,4027273.0,USD,3894134.0,USD,10342426.0,USD,232693.0,USD,232693.0,USD,232693.0,,,USD,869344.0,USD,31673.0,USD,20613308.0,USD,20127757.0,USD,20613308.0,USD,53766.0,USD,0.0,USD,485551.0,USD,14220775.0,USD,431785.0,USD,6392533.0,USD,0.0,USD,14220775.0,USD,6392533.0,837671.0
0000356037,CSP INC /MA/,Q3,2023,2023-08-09,USD / shares,0.53,USD,11781000.0,USD,5927000.0,USD,5352000.0,USD,17708000.0,USD,2680000.0,USD,2680000.0,USD,166000.0,,,USD,500000.0,USD,-226000.0,USD,67603000.0,USD,48509000.0,USD,67603000.0,USD,603000.0,USD,0.0,USD,19094000.0,USD,23376000.0,USD,18491000.0,USD,44227000.0,USD,4095000.0,USD,19281000.0,USD,44227000.0,726000.0
0000356037,CSP INC /MA/,Q2,2023,2023-05-10,USD / shares,0.07,USD,8279000.0,USD,4990000.0,USD,4753000.0,USD,13269000.0,USD,499000.0,USD,499000.0,USD,178000.0,,,USD,-6332000.0,USD,-2249000.0,USD,66024000.0,USD,50897000.0,USD,66024000.0,USD,657000.0,USD,0.0,USD,15127000.0,USD,24576000.0,USD,14470000.0,USD,41448000.0,USD,0.0,USD,19517000.0,USD,41448000.0,-4083000.0
0001088034,"Usio, Inc.",Q2,2023,2023-08-14,USD / shares,0.01,USD,16250988.0,USD,5010718.0,USD,4954890.0,USD,21261706.0,USD,205041.0,USD,205041.0,USD,0.0,,,USD,27781375.0,USD,-25234.0,USD,120805219.0,USD,111069561.0,USD,120805219.0,USD,3006347.0,USD,0.0,USD,9735658.0,USD,105744004.0,USD,6729311.0,USD,15061215.0,USD,2157933.0,USD,103586071.0,USD,15061215.0,27806609.0
0001088034,"Usio, Inc.",Q1,2023,2023-05-03,USD / shares,0.0,USD,16544429.0,USD,4901815.0,USD,4895822.0,USD,21446244.0,USD,14833.0,USD,14833.0,USD,0.0,,,USD,-447044.0,USD,-22017.0,USD,90890778.0,USD,80657153.0,USD,90890778.0,USD,3139932.0,USD,0.0,USD,10233625.0,USD,76445804.0,USD,7093693.0,USD,14444974.0,USD,0.0,USD,74022024.0,USD,14444974.0,-425027.0
0001075736,"Crexendo, Inc.",Q2,2023,2023-08-10,USD / shares,-0.02,,,,,USD,13187000.0,USD,12670000.0,,,,,USD,-548000.0,USD,-3000.0,USD,512000.0,USD,-283000.0,USD,54076000.0,USD,14045000.0,USD,54076000.0,USD,851000.0,USD,0.0,USD,40031000.0,USD,13012000.0,USD,39180000.0,USD,41064000.0,USD,3375000.0,USD,9637000.0,USD,41064000.0,795000.0
0001075736,"Crexendo, Inc.",Q1,2023,2023-05-09,USD / shares,-0.06,,,,,USD,14065000.0,USD,12491000.0,USD,-1582000.0,USD,-1603000.0,USD,-21000.0,USD,-21000.0,USD,-1787000.0,USD,-203000.0,USD,53687000.0,USD,13159000.0,USD,53687000.0,USD,875000.0,USD,0.0,USD,40528000.0,USD,12793000.0,USD,39653000.0,USD,40894000.0,USD,0.0,USD,9180000.0,USD,40894000.0,-1584000.0
0001034760,WIDEPOINT CORP,Q2,2023,2023-08-14,,,USD,22853220.0,USD,3909637.0,USD,4636369.0,USD,26762857.0,USD,-809669.0,USD,-809669.0,USD,-809669.0,,,USD,3221763.0,USD,-129868.0,USD,51706056.0,USD,31433743.0,USD,51706056.0,USD,888875.0,USD,0.0,USD,20272313.0,USD,35446811.0,USD,19383438.0,USD,16259245.0,USD,4884029.0,USD,30562782.0,USD,16259245.0,3351631.0
0001034760,WIDEPOINT CORP,Q1,2023,2023-05-15,USD / shares,-0.11,USD,21463741.0,USD,3809940.0,USD,4698341.0,USD,25273681.0,USD,-951479.0,USD,-914231.0,USD,37248.0,,,USD,-2977514.0,USD,-129196.0,USD,48389103.0,USD,27563060.0,USD,48389103.0,USD,978633.0,USD,0.0,USD,20826043.0,USD,31415643.0,USD,19847410.0,USD,16973460.0,USD,0.0,USD,26422285.0,USD,16973460.0,-2848318.0
0001419951,Data Storage Corp,Q2,2023,2023-08-14,USD / shares,0.03,USD,3325637.0,USD,2578754.0,USD,2472010.0,USD,5904391.0,USD,206038.0,USD,206038.0,USD,0.0,,,USD,-445000.0,USD,-220759.0,USD,22800362.0,USD,13625281.0,USD,22800362.0,USD,2927121.0,USD,-191077.0,USD,9175081.0,USD,3402883.0,USD,6247960.0,USD,19588556.0,USD,234819.0,USD,3168064.0,USD,19397479.0,-224241.0
0001419951,Data Storage Corp,Q1,2023,2023-05-15,USD / shares,0.01,USD,4789978.0,USD,2089745.0,USD,2130759.0,USD,6879723.0,USD,35063.0,USD,35063.0,USD,0.0,,,USD,-404683.0,USD,-323728.0,USD,24351705.0,USD,15546060.0,USD,24351705.0,USD,2419482.0,USD,-170292.0,USD,8805645.0,USD,5282978.0,USD,6386163.0,USD,19239019.0,USD,368684.0,USD,4914294.0,USD,19068727.0,-80955.0
0000803578,"WAVEDANCER, INC.",Q2,2023,2023-08-11,USD / shares,0.01,USD,1319609.0,USD,705013.0,USD,211897.0,USD,2024622.0,USD,234785.0,USD,234785.0,USD,0.0,,,USD,-476422.0,USD,-87245.0,USD,6247302.0,USD,2599090.0,USD,6247302.0,USD,79286.0,USD,0.0,USD,3648212.0,USD,3629713.0,USD,3568926.0,USD,2617589.0,USD,249866.0,USD,3379847.0,USD,2617589.0,-389177.0
0000803578,"WAVEDANCER, INC.",Q1,2023,2023-05-22,USD / shares,-0.07,USD,1503325.0,USD,656798.0,USD,1611528.0,USD,2160123.0,USD,-1349952.0,USD,-1349952.0,USD,0.0,,,USD,83641.0,USD,912026.0,USD,7290035.0,USD,3275498.0,USD,7290035.0,USD,88894.0,USD,0.0,USD,4014537.0,USD,4918717.0,USD,3925643.0,USD,2371318.0,USD,0.0,USD,4613857.0,USD,2371318.0,-828385.0
0001739445,"Arcosa, Inc.",Q2,2023,2023-08-04,USD / shares,0.84,USD,463700000.0,USD,121100000.0,USD,70700000.0,USD,584800000.0,USD,40700000.0,USD,40700000.0,USD,-200000.0,,,USD,48700000.0,USD,-26900000.0,USD,3495600000.0,USD,975100000.0,USD,3495600000.0,USD,1233200000.0,USD,0.0,USD,2520500000.0,USD,1218300000.0,USD,1287300000.0,USD,2277300000.0,USD,797500000.0,USD,420800000.0,USD,2277300000.0,75600000.0
0000062709,"MARSH & MCLENNAN COMPANIES, INC.",Q2,2023,2023-07-20,USD / shares,2.09,,,,,USD,4419000000.0,USD,5876000000.0,USD,1226000000.0,USD,1214000000.0,USD,179000000.0,USD,90000000.0,USD,895000000.0,USD,-546000000.0,USD,46566000000.0,USD,20802000000.0,USD,46566000000.0,USD,870000000.0,USD,178000000.0,USD,25764000000.0,USD,34427000000.0,USD,24894000000.0,USD,11961000000.0,USD,14614000000.0,USD,19813000000.0,USD,12139000000.0,1441000000.0
0000315293,Aon plc,Q2,2023,2023-07-28,USD / shares,2.74,,,,,USD,2335000000.0,USD,3177000000.0,USD,766000000.0,USD,766000000.0,USD,206000000.0,USD,145000000.0,USD,313000000.0,USD,-443000000.0,USD,36049000000.0,USD,23949000000.0,USD,36049000000.0,USD,639000000.0,USD,97000000.0,USD,12100000000.0,USD,35887000000.0,USD,11461000000.0,USD,65000000.0,USD,12938000000.0,USD,22949000000.0,USD,162000000.0,756000000.0
0000354190,Arthur J. Gallagher & Co.,Q2,2023,2023-08-04,USD / shares,1.09,,,,,USD,433600000.0,USD,2441900000.0,USD,454300000.0,USD,452700000.0,USD,218500000.0,,,USD,806100000.0,USD,1602200000.0,USD,54365200000.0,USD,36845700000.0,USD,54365200000.0,USD,640500000.0,USD,44300000.0,USD,17519500000.0,USD,43925200000.0,USD,16879000000.0,USD,10395700000.0,USD,8336400000.0,USD,35588800000.0,USD,10440000000.0,-796100000.0
0000354190,Arthur J. Gallagher & Co.,Q1,2023,2023-05-08,USD / shares,2.29,,,,,USD,382500000.0,USD,2706100000.0,USD,525600000.0,USD,525600000.0,USD,0.0,,,USD,1130000000.0,USD,958100000.0,USD,45094400000.0,USD,28778000000.0,USD,45094400000.0,USD,581200000.0,USD,40500000.0,USD,16316400000.0,USD,35236100000.0,USD,15735200000.0,USD,9817800000.0,USD,0.0,USD,27095700000.0,USD,9858300000.0,171900000.0
0001140536,WILLIS TOWERS WATSON PLC,Q2,2023,2023-07-27,USD / shares,0.88,,,,,USD,2017000000.0,USD,2159000000.0,USD,124000000.0,USD,122000000.0,USD,28000000.0,USD,-20000000.0,USD,-358000000.0,USD,340000000.0,USD,28773000000.0,USD,12817000000.0,USD,28773000000.0,USD,725000000.0,USD,78000000.0,USD,15956000000.0,USD,18896000000.0,USD,15956000000.0,USD,9799000000.0,USD,6927000000.0,USD,11969000000.0,USD,9877000000.0,-698000000.0
